issuekey;doc_clean;adj_storypoint
XD-2230;As a user I'd like to leverage _propertieis-location_ parameter while using *Filter* or *Transform* modules so that I can load the user-defined properties included in the external properties file.     Attempting to include the _propertieis-location_ attribute errors out - refer to the attachment.    It could also be beneficial to load user-defined properties through stream definition similar to deployment properties.    Example:  --script=myscript.groovy --variables=foo=bargoo=gaz;5
XD-2268;As a developer I'd like to have a maintenance branch so that I can commit MINOR release _(ex: 1.0.2)_ code changes instead of committing to MASTER.;5
XD-2298;As a user I'd like to mass ingest data from databases (and others) into HDFS/HAWQ/GPDB so that I don't have to write custom code and as well as be able to ingest in an efficient way.;5
XD-2376;"As a user I'd like to have _microbatching_ capability so that I can ingest based on batch intervals for enhanced performance throughput.     *Example:*  ""http --batchInterval=10 | log""";5
XD-2401;As a developer I'd like to include the following improvements as part of the EC2 CI infrastructure so that we can reliably run the CI builds and also assert over feature functionalities.    *Scope:*  * Enable 'distributed jvm test'  * Change from using artifactory gradle task to a command task (that calls ./gradlew)  * Test w/ embedded hadoop off  * Turn on maxParallelForks;5
XD-2403;As a build manager I'd like to setup CI infrastructure so that I can run integration tests in Windows OS automatically as we commit-trigger new builds.     *Scope:*  * Use the environment where Bamboo is running  * Gain access to powershell   * Setup services (redis rabbit etc.)  * Kick-off CI task;5
XD-2420;As a user I'd like to have a common shared location so that I can place the dependent jar's that are required by 2 or more custom modules.   *Current Recommendation:* * Place the dependent jar under xd/lib folder * if it necessary to support different versions of jar's then bundle it in custom module to get around the _classloader_ problem if a older/newer version exist in xd/lib;5
XD-2453;As a QA I'd like to include acceptance test coverage for _shell_ sink module so that I can validate the functionality as part of every CI build.;5
XD-2456;As a QA I'd like to include acceptance test coverage for _spark-app_ batch job so that I can validate the functionality as part of every CI build.;5
XD-2462;As a QA I'd like to include acceptance test coverage for _Kafka_ as a message bus so that I can validate the functionality as part of every CI build.;5
XD-2478;As a user I'd like to access Sqoop logs so that I can troubleshoot or evaluate the errors or current state respectively.   We will have to identify how to capture the Sqoop logs and stream them to our logging mechanism.;5
XD-2479;As a user I'd like to incremental-data-load so that I can retrieve only rows newer than some previously-imported.;5
XD-2480;As a QA I'd like to benchmark _Sqoop_ vs. _jdbchdfs_ batch job so that I can compare and contrast performance stats.;5
XD-2501;As a XD Admin I'd like to upgrade to Spring Boot 1.2.0 RELEASE and the associated dependencies so that we can catch up with the latest features bug-fixes and enhancements.     *Following XD dependencies needs upgraded to sync-up with Boot 1.2.0 RELEASE:*    <activemq.version>5.10.0</activemq.version>  <aspectj.version>1.8.4</aspectj.version>  <commons-dbcp2.version>2.0.1</commons-dbcp2.version>  <h2.version>1.4.182</h2.version>  <hibernate.version>dd4.3.7.Final</hibernate.version>  <hibernate-validator.version>5.1.3.Final</hibernate-validator.version>  <hikaricp.version>2.2.5</hikaricp.version>  <hornetq.version>2.4.5.Final</hornetq.version>  <httpasyncclient.version>4.0.2</httpasyncclient.version>  <httpclient.version>4.3.6</httpclient.version>  <jackson.version>2.4.4</jackson.version>  <janino.version>2.6.1</janino.version>  <jetty.version>9.2.4.v20141103</jetty.version>  <jetty-jsp.version>2.2.0.v201112011158</jetty-jsp.version>  <joda-time.version>2.5</joda-time.version>  <jolokia.version>1.2.3</jolokia.version>  <junit.version>4.12</junit.version>  <liquibase.version>3.3.0</liquibase.version>  <log4j.version>1.2.17</log4j.version>  <log4j2.version>2.1</log4j2.version>  <mockito.version>1.10.8</mockito.version>  <mongodb.version>2.12.4</mongodb.version>  <mysql.version>5.1.34</mysql.version>  <reactor.version>1.1.5.RELEASE</reactor.version>  <reactor-spring.version>1.1.3.RELEASE</reactor-spring.version>  <servlet-api.version>3.1.0</servlet-api.version>  <spring.version>4.1.3.RELEASE</spring.version>  <spring-batch.version>3.0.2.RELEASE</spring-batch.version>  <spring-data-releasetrain.version>Evans-SR1</spring-data-releasetrain.version>  <spring-hateoas.version>0.16.0.RELEASE</spring-hateoas.version>  <spring-mobile.version>1.1.3.RELEASE</spring-mobile.version>  <spring-security.version>3.2.5.RELEASE</spring-security.version>  <tomcat.version>8.0.15</tomcat.version>  <undertow.version>1.1.1.Final</undertow.version>;5
XD-2515;As a user I'd like to have the option of _batching_ for the Rabbit _sink_ so that I can write data in batches as opposed to one-at-a-time.;5
XD-2557;As a developer I'd like to upgrade to Reactor 2.0 RC1 release so that we can synchronize with stable dependencies.;5
XD-2597;As a user deploying XD on YARN I need a convenient way to get info like the admin port for my current deployment.    Best way for now would be to add an info command to the xd-yarn script.    With the latest changes the admin server runs on a random port when we deploy to YARN. In order for the user to connect they would have to query Zookeeper. This is inconvenient.;5
XD-2614;As a user I'd like to have Google's [Protocol Buffer|https://code.google.com/p/protobuf/] codec option so that I can serialize/deserialize objects based on its native specifications.;5
XD-2630;As a developer I'd like to use Ambari plugin so that I can provision manage and monitor Spring XD cluster using the same tool I use for Hadoop clusters.;5
XD-2636;As a user I'd like to either use _sql_ or _tableName_ options so that I can build a partitioned job with _where_ clause and strict table-column combo respectively.;5
XD-2656;As a user I'd like to refer to a Pig script/job sample so that I can use that as a reference to integrate Pig jobs in XD.;5
XD-2661;As a user I'd like to build XD in Windows machine so that I can develop test  and contributed to OSS.;5
XD-2666;As a developer I'd like to upgrade to Kafka's SI GA release so that I can sync -up with the latest bits.     The scope is to backport Kafka XD changes to SI Kafka and then upgrade to the GA release.;5
XD-2794;As a developer I'd like to add a mongodb source using an xml and a property file supporting mixing in of parameters so that I can use this module to ingest data from Mongo.;5
XD-2797;As a developer I'd like to continue Lattice/Diego POC so that I can identify the scope risks and the overall design for a pluggable SPI in XD runtime.;5
XD-2821;As a developer I'd like to decouple execution context from job launch lifecycle so that we can avoid CL and serialization errors.     This fix needs to be formally applied in Spring Batch itself. XD will upgrade to Batch release in order to inherit this functionality hence the current workaround with XD-2486 needs reafctored.;5
XD-2832;"As a developer I'd like to create a custom job module using Java Config so that I don't have to deal with XML configurations. While deploying/launching the following job I get the error attached below.    {code:xml}  job create --name CDK_Global --definition ""customBatchJob"" --deploy  module upload --type job --name customBatchJob --file /Users/mminella/Documents/IntelliJWorkspace/CustomBatchModule/build/libs/CustomBatchModule-1.1.0.RELEASE.jar  job launch --name CDK_Global  {code}    *Error:*  I'm getting an exception that the job doesn't exist asking if it's deployed";5
XD-2843;As a Spring XD user I want to have the ability to customize the encoders and decoders used by the Kafka source sink and bus so that I can customize data formats and choose the most appropriate strategy;5
XD-2845;As a developer I'd like to setup UI infrastructure so I can integrate admin_ui and Flo.;5
XD-2850;As a developer I'd like to use an efficient approach to read files so I don't have to read line-by-line and keep it in-memory in order to consume/write the file content.     Would the _tasklet_ approach be better as opposed to transmitting data via message bus (as streams)?;5
XD-2852;As a developer I'd like to create a _gpload_ tasklet so I can ingest data from various sources into GPDB in an efficient manner.;5
XD-2858;As a developer I'd like to add support for dynamic classpath for modules so we can have the flexibility to load the right dependencies either based on module options (0) or via other properties such as including the dependencies from a specific location (1).     (0):  {code}  /lib/*.jar:lib/${distro}/*.jar  {code}    (1):  {code}  ${xd.home}/lib/hadoop/${distro}/*.jar  {code}    *Example:*  {code}  http | hdfs --distro=PHD22    http | myCustomModule --classpath=/my/funky/dir    http | jpa --provider=eclipse    jpa:  /config/  /lib/something-that-is-common.jar      /eclipse/eclipse-link-3.2.jar      /hibernate/hibernate-core-5.0.jar    module.classpath = /lib/*.jar:/lib/${provider}/*.jar  {code};5
XD-2879;As a developer I'd like to add support for explicit partition count configuration so I can use this option to cleverly route the payload to the intended consumer (module).;5
XD-2880;As a developer I'd like to add support for dynamic partition subscription for the Kafka source module so I can consume the payload from dynamic partitions.;5
XD-2883;"As a user I'd like to have an option to have the hdfs sink not use a temporary inUseSuffix like .tmp. Instead we should write using the filename specified directly. This could be useful if we use ""Syncable"" writes and the sink fails while the file is open. Without this new option the user would have to explicitly rename the file.";5
XD-2889;As a user I'd like to have the option to version the custom modules so I can evolve the custom module fragments in increments and be able to roll-out upgrades seamlessly.;5
XD-2907;As a developer I'd like to have the XD + Kafka POC published in samples repo so I can include it as reference architecture for the XD blog.;5
XD-2918;As a developer I'd like to define pluggable runtime SPI so I have the option to choose the implementation based on deployment targets such as CF on-prem Mesos etc.;5
XD-2919;As a developer I'd like to create persistent repository for streams so I could leverage the persisted metadata and reestablish the streaming pipe under failure conditions.;5
XD-2930;As a developer I'd like to configure HADOOP_USER_NAME environment variable to implement and run-as-user for kerberos secured clusters. This would need some additional work in SHDP.;5
XD-2934;As a user I'd like to parameterize CodeGen Options so I can generate code on the fly as needed.;5
XD-2935;As a user I'd like to parameterize Merge Options so I can incrementally consume the delta with the help of megastore.;5
XD-2938;As a user I need to use XD Sqoop module to support the merge command.  Currently the SqoopRunner createFinalArguments method forces the requirement for connect username and password options which are not valid for the merge option. A check of the module type to not force these options being assigned to sqoop arg list would be preferred;5
XD-2947;As a user I'd like to have the ability to use expressions so I can dynamically name directories/files based on the timestamp or other intermediate data point.;5
XD-2955;As a developer I'd like to refactor the programmatic means by which the MessageBus transforms the Message so throughput performance can be optimized.;5
XD-2990;As a user I'd like to have the option of reliable HDFS writes (for stream pipelines) so I can get acknowledgement of actual HDFS _commits_ as opposed to just from the message bus.;5
XD-2991;As a developer I’d like override the partition function within my source or processor module so I can send the data to a specific partition.;5
XD-2996;As a developer I want that the Spring XD partitioning process targets Kafka bus partitions directly so that the design of my stream processing application is easier to understand and the order of messages is not altered    Current situation  - Spring XD partitioning logic that builds on top of Kafka partitioning  - The number of Spring XD partitions is not explicitly configured (it's inferred from the number of consumer modules)  - If the concurrency of the consumer modules is 1 then Spring XD partitions are matched 1:1 with Kafka partitions  -  If the concurrency of the consumer modules is n then a Spring XD partition uses n Kafka partitions and the message bus distributes messages across the Kafka partitions that correspond to the Spring XD partitions  - this could be confusing to the end user especially if they are used to the Kafka partitioning process  - this can also lead to changes of ordering between messages as messages within the same Spring XD partitions will be sent to different Kafka partitions (this only happens if the concurrency of the receiving module is higher than 1)    Improvement:  - *For the Kafka message bus* the number of Spring XD partitions does not need to be equal to the number of modules (must be higher or equal though so that consumers can be created) and should be configured explicitly - using the `partitionCount` property - (as an option the module count * concurrency can be used as a default)   - as a result in the case of Kafka there will always be a 1:1 match between Kafka partitions and Spring XD partitions optionally processed by fewer modules than the partition count;5
XD-2997;As a developer I'd like to design and document the approach towards deploying stream in a single container so I can have all modules within a stream colocated.;5
XD-2998;As a developer I'd like to handle the non-default {{ConfigurableConversionService}} tuples in an uniform manner so they're not reset after deserialization.;5
XD-3020;As a user I would like the ability to undeploy or suspend a module without losing the deployment properties.  Currently when temporarily suspending a module an undeploy and redeploy is executed.  During the redeploy the deployment properties need to be added again.  Instead it would be nice if the properties are persisted so they automatically included with the deployment.;5
XD-3024;As a user I'd like to have a REST-API to get all the _counters_ _gauges_ and _rich-gauges_ in a single request so I don't have to issue multiple request to fetch each one of the metrics by name/id for custom dashboards.    *Example:*  {code}  /metrics/counters/all (fetches all available counters)  /metrics/gauges/all (fetches all available gauges)  /metrics/rich-gauges/all (fetches all available rich-gauges)  {code};5
XD-3040;As a user I'd like to use Boot-based {{ModuleRunner}} for use in container-managed environments so I can run XD without _xd-containers_.    Scope:  *;5
XD-3057;As a devops I would prefer having my module registry located in centralized github repository. This would allow all the admins and containers in the cluster pointing to the same module registry. Any new module upload would be pushed to the same github repo which will make the cluster always be in sync on the Module Registry.;5
XD-3144;"As a developer I would like to be able to configure which exceptions thrown by a module should be retryable within the {{RabbitMessageBus}}.  As usual these should be configurable at the bus and/or stream deployment property level.  Also consider disabling retry for kryo deserialization problems. ----  We are running Spring XD with RabbitMQ transport and we'd like to have a way to stop retries in certain situations. In [Spring XD 1.2.0.RC1 docs|http://docs.spring.io/autorepo/docs/spring-xd/1.2.0.RC1/reference/html/] in chapter about RabbitMQ transport in ""A Note About Retry"" section it's written:  {quote}Message deliveries failing with a MessageConversionException (perhaps when using a custom converterClassName) are never retried the assumption being that if a message could not be converted on the first attempt subsequent attempts will also fail.{quote}  Following is unclear: # Are we speaking about {{org.springframework.messaging.converter.MessageConversionException}} or {{org.springframework.amqp.support.converter.MessageConversionException}}? Based on XD-1597 and AMQP-390 it's the latter. # Only {{org.springframework.messaging.converter.MessageConversionException}} is available for custom module developers. Attempting to throw {{org.springframework.amqp.support.converter.MessageConversionException}} which is provided by {{$XD_HOME/lib/messagebus/rabbit/spring-amqp-1.4.5.RELEASE.jar}} results in {{java.lang.ClassNotFoundException}} even after Spring XD is configured to use {{rabbit}} transport. # Throwing  {{org.springframework.messaging.converter.MessageConversionException}} from custom processor module written with Spring Integration's {{transformer}} or {{service-activator}} doesn't stop retries.";5
XD-3197;As a developer I'd like to add an option to support Apache Ambari installed Spring XD on YARN so I can easily establish the cluster up and running.;5
XD-3200;As a user I'm trying to delete the custom module using the {{module delete}} command via shell though the command is successfully I'm still seeing the associated artifact (_.jar file_) present in the custom_modules folder. Refer to [SO thread|http://stackoverflow.com/questions/30984922/springxd-module-delete-command-does-not-delete-the-uploaded-jar-file] for more details.;5
XD-3203;As a developer I'd like to measure the baseline serialization characteristics in XD so I can determine the areas of performance improvements.;5
XD-3204;As a spring-bus lead I'd like to review the current spring-bus architecture and the design specs so I can address any foundation level gaps.;5
XD-3215;As a user I'd like to have the option to specify system properties that will be passed in to the Sqoop job which runs in it's own Java process. This is needed for defining memory usage and also for defining some options for various connector implementations.;5
XD-3217;As a user I'm trying to connect to {{xd-admin}} server with basic security enabled however I'm unable to successfully connect to the server and I get the following error message.      {code:java}  server-unknown:>admin config server --uri http://localhost:9393 --username bob --password bobspwd  Unable to contact XD Admin Server at 'http://localhost:9393'.  {code};5
XD-3231;As a developer I'd like to update Ambari installed Spring XD cluster to spin-up multiple instances of XD-Admin servers so it is setup for HA.;5
XD-3267;As a Spring XD on CF user I'd like to use Receptor implementation of Admin SPI every time I deploy Spring XD modules so I can leverage the SPI to query for module status and health metrics.    *Possible APIs:*  {code}    ModuleStatus getStatus(ModuleDescriptor descriptor)    Collection<ModuleDescriptor> listModules()    Map<ModuleDescriptor.Key ModuleStatus>    {code};5
XD-3270;As a Spring XD developer I'd like to create initial version of the new module registry abstraction so we could leverage the foundation to make progress and test the respective SPI ({{receptor}} or {{cloudcontroller}}) implementations.;5
XD-3273;As a s-c-s user I'd like to have the modules self-register itself with {{Eureka}} whenever they're installed so I can also discover the same modules using Spring XD Admin SPI and reuse them to create data pipelines.;5
XD-3277;As a Spring XD developer I'd like to refactor current controller with SPI calls so I can invoke the respective Admin SPI implementation based on the deployment.     *Controllers to Refactor*  * ContainersController  * StreamsController  * ModulesController  * JobsController;5
XD-3278;As a Spring XD user I'd like to capture module (aka: {{cf apps}}) metrics directly so I can relay that information via REST-APIs and not depend on the current coupling of {{xd-container}}'s.    Currently there are two different ways we could consume this information from applications. SI's {{channel()}} and SBoot's {{actuator()}} APIs are the few to explore as part of this scope.;5
XD-3284;As a Spring XD user I'd like to persist module (aka: {{cf apps}}) metrics directly so I can relay that information via REST-APIs and not depend on the current coupling of {{xd-container}}'s.    Currently SBoot's {{export()}} API allows us to snapshot metrics (default = {{redis}}) on a specific interval (default = {{5s}}). This could be something to explore as part of this scope.;5
XD-3287;As a user I'm trying to setup HA cluster using Ambari installed Spring XD however I'm running into issues with the overrides. More details [here|https://github.com/spring-projects/spring-xd-ambari/issues/6].;5
XD-3288;As a s-c-s developer I'd like to setup a CI workflow to build bundle and upload the {{module-launcher}} image to DockerHub so I don't have to worry about having a local-private docker registry for development/testing.    It could be nice to have the image uploaded to existing [spring-cloud|https://registry.hub.docker.com/repos/springcloud/] DockerHub location.;5
XD-3310;As a s-c-d developer I'd like to establish the foundation to expose REST-APIs to interact with the {{xd-admin}} and likewise perform CRUD operations to maneuver streaming and batch pipelines.;5
XD-3313;As a spring-cloud-data developer I'd like to use an in-memory stream definition repository so I don't have to spin up a store obviously this will not persist between application executions but it will be useful for a simplified development experience.;5
XD-3316;As a s-c-d developer I'd like to setup CI infrastructure for [s-c-d repo|https://github.com/spring-cloud/spring-cloud-data] so I can build the project continuously on every commits.;5
XD-3318;As a s-c-s developer I'd like to _bootify_ {{ModuleLauncher}} so I can use Spring Boot's support for property setting as well as adding options and new functionality in the future such as CP augmentation.;5
XD-3319;As a s-c-s developer I'd like to investigate the right approach to port {{PHD}} as the provider to support {{HDFS}} module from XD so I can decide better handling of HDFS dependencies which needs loaded and available in root CP at the runtime.;5
XD-3320;As a s-c-d user I'd like to add REST support for stream commands so I can maneuver streaming pipeline backed by StreamController.;5
XD-3337;As a s-c-d developer I'd like to investigate how to include/exclude msg bus/binding jars so I can decide the binding selection and fallback mechanism when there is none setup.;5
XD-3353;As a user I would like to have shell interface to the spring-cloud-data rest API. The scope for this JIRA could be limited to stream commands.;5
XD-3381;"As a module author I want to be able to test my code in ""next to real world"" conditions (ie Integration Testing but not really):  - I want all my module wiring to be testable  - I want all my module configuration (@ConfigurationProperties) to be in effect and I want to be able to test various combination of props  - I want to be able to send data to my module and assert what is coming at the other end  - I want an idiomatic way of asserting the above (eg integration with Hamcrest etc)  - I DONT want to have to send data to an actual bus (redis rabbit etc)";5
XD-3405;As a s-c-d developer I'd like to experiment how do we resolve and then add module dependent JAR's to Boot loader so I have an approach to handle external libraries required by OOTB modules.;5
XD-3412;As a Spring XD developer I'd like to port SFTP module from XD to s-c-s repo so I can use it as source modules to build streaming pipeline.;5
XD-3414;"As a s-c-d developer I'd like to create a new project to contain all the rules associated {{@RedisRule}} contract so it is isolated from core functionalities and reusable by test coverage as needed.      Consider moving this coverage to SI ""commons"" or equivalent.";5
XD-3416;As a s-c-d developer I'd like to create foundation to support _processor_ as OOTB modules so I can use the processor modules from {{s-c-s-m}} repo to build streaming pipeline.;5
XD-3444;As a s-c-d developer I'd like to setup {{gh_pages}} branch for s-c-d and s-c-s-m repos so I can start pushing documentation with PR commits.;5
XD-3478;"As a XD developer I'd like to explore repository options for ""composed jobs"" so I have the leverage to read/write composed job definitions.";5
XD-3479;As a XD user I'd like to orchestrate composed jobs so I can bring multiple jobs into single workflow and operationalize.;5
XD-3480;As a s-c-d developer I'd like to add test coverage to test {{shell}} commands in isolation so I don't have to run end-to-end full stream deployment based functional tests.    More details [here|https://docs.google.com/document/d/18uNqRAgVGO0BHdvDsVg3X78gDBeqXA_LN_C6jJ0YpKw/edit#].;5
XD-3481;As a s-c-s developer I'd like to support XD-like features where modules bind to incoming messages via expressions or other mechanism so I can bind message properties to every microservice modules.;5
XD-3482;As a s-c-s-m developer I'd like to move {{jdbc}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.   See also XD-2250;5
XD-3489;As a s-c-d user I'd like to have the option to choose Hadoop distribution of choice so I can load the right Hadoop libraries in the CP.;5
XD-3498;As a s-c-d developer I'd like to enhance integration test coverage for {{YARN}} SPI so I can continuously evaluate functionalities via CI pipeline.;5
XD-3504;As a s-c-s user I'd like to have the option to use more than one binder connection factory so I can mix and match where I consume and publish data.     More details [here|https://github.com/spring-cloud/spring-cloud-stream/issues/140].;5
XD-3534;As a Spring XD developer I'd like to move {{hdfs-dataset}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;5
XD-3563;As a developer I want to have a {{BinderFactory}} abstraction so that I can support multiple binder types in the future.;5
XD-3564;As a developer I want to be able to connect to multiple types of transports in an application so that I can receive and send messages to different transport types.;5
XD-3565;As a developer I want to be able to connect to multiple external systems for the same binding type so that I can read data from a system and write it to another.;5
XD-3571;As a Spring XD developer I'd like to move {{cassandra}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;5
XD-3572;As a Spring XD developer I'd like to port {{analytic-pmml}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;5
XD-3580;As a s-c-d developer I'd like to explore options to bootstrap and setup Lattice based infrastructure for s-c-d's bare metal deployment.;5
XD-3609;As a data scientist I'd like to have the option to process data using {{flink}} processor so I can take advantage of the streaming machine learning abstractions implemented on top of Flink.;5
XD-3618;As a s-c-d user I'd like to have {{runtime info}} as shell command so I can use this to list the details about the module such as {{host}} {{port}} and the like.;5
XD-3644;As a developer I'd like to enhance test coverage to capture DSL and XML generation variants.;5
XD-3659;As a developer I'd like to split {{admin}} artifact packaged with hadoop distro specific libraries so I could avoid adding all variations of hadoop libraries under one project.;5
XD-3660;As a developer I'd like to create separate repo for YARN SPI so I don't have to bundle all SPI variants under one admin project.;5
XD-3661;As a developer I'd like to upgrade to {{0.6.0}} release of Lattice so I can demonstrate data flow on the latest Lattice improvements.;5
XD-3670;As a developer I'd like to revisit the existing design and identify known limitations and/or the gaps.;5
XD-3671;As a user I'd like to have direct shell commands to scale up/down a given module instance so I can avoid SPI specific CLI commands that needs run outside of data flow.;5
XD-3673;As a follow-up from [XD-3613|https://jira.spring.io/browse/XD-3629] we would want to fix this experience for Kafka message bus.;5
XD-3692;As a developer I'd like to optimize YARN deployer so I can deploy stream and the modules part of the definition rapidly.;5
XD-3705;As a developer I'd like to upgrade Boot and Spring Cloud Build revisions so I can leverage the latest updates.;5
XD-3715;As a developer I'd like to move k8s SPI to it's own repo.;5
XD-434;As a user I'd like to have the option to delete the queues/topics so that we can include an _optional_ attribute as part of the stream destroy command to also clean-up the associated queues/topics.    *Notes:*  * Spring-AMQP {{RabbitAdmin}} now has a {{getQueueProperties()}} method which returns the number of consumers so it may be possible to use it for this purpose.  * Consider the possibility of _producers_ and/or _queues_ still containing data  * Consider the scenario even after the topics/queues are cleaned-up what to do with fanout exchange?    *Some Further Thoughts*  * Consider using the upcoming Spring AMQP REST API {{RabbitManagementTemplate}} if the timing is not right we could temporarily invoke the rabbit REST API directly.  * Should be optional perhaps via {{stream destroy foo --clean}}  * Should this be done by the admin? Or via a new plugin handling module undeployments - in the rabbit case undeploying a consumer would check for us being the last consumer and remove the queue/binding/exchange since we undeploy left->right everything can be cleaned up on the consumer side.  * Third option would be new methods on the bus {{cleanConsumer}} etc invoked by the {{StreamPlugin}}  * Down side of doing it on the admin is that he wouldn't necessarily know which rabbit cluster a stream was deployed to - so it probably has to happen on the container - even so we'd need the admin url(s) for the cluster.;5
